home_team,away_team,home_goals,away_goals,result,season
Aston Villa,Man City,1,1,D,2009-2010
Aston Villa,Chelsea,2,1,H,2009-2010
Arsenal,Birmingham,3,1,H,2009-2010
Everton,Wolves,1,1,D,2009-2010
Man United,Bolton,2,1,H,2009-2010
Portsmouth,Tottenham,1,2,A,2009-2010
Stoke,West Ham,2,1,H,2009-2010
Sunderland,Liverpool,1,0,H,2009-2010
Blackburn,Burnley,3,2,H,2009-2010
Wigan,Man City,1,1,D,2009-2010
Fulham,Hull,2,0,H,2009-2010
Wolves,Aston Villa,1,1,D,2009-2010
Birmingham,Sunderland,2,1,H,2009-2010
Burnley,Wigan,1,3,A,2009-2010
Hull,Portsmouth,0,0,D,2009-2010
Tottenham,Stoke,0,1,A,2009-2010
Chelsea,Blackburn,5,0,H,2009-2010
Bolton,Everton,3,2,H,2009-2010
Liverpool,Man United,2,0,H,2009-2010
Man City,Fulham,2,2,D,2009-2010
West Ham,Arsenal,2,2,D,2009-2010
Arsenal,Tottenham,3,0,H,2009-2010
Bolton,Chelsea,0,4,A,2009-2010
Burnley,Hull,2,0,H,2009-2010
Everton,Aston Villa,1,1,D,2009-2010
Fulham,Liverpool,3,1,H,2009-2010
Portsmouth,Wigan,4,0,H,2009-2010
Stoke,Wolves,2,2,D,2009-2010
Sunderland,West Ham,2,2,D,2009-2010
Man United,Blackburn,2,0,H,2009-2010
Birmingham,Man City,0,0,D,2009-2010
West Ham,Aston Villa,2,1,H,2009-2010
Aston Villa,Bolton,5,1,H,2009-2010
Blackburn,Portsmouth,3,1,H,2009-2010
Man City,Burnley,3,3,D,2009-2010
Tottenham,Sunderland,2,0,H,2009-2010
Wolves,Arsenal,1,4,A,2009-2010
Hull,Stoke,2,1,H,2009-2010
West Ham,Everton,1,2,A,2009-2010
Wigan,Fulham,1,1,D,2009-2010
Chelsea,Man United,1,0,H,2009-2010
Liverpool,Birmingham,2,2,D,2009-2010
Liverpool,Man City,2,2,D,2009-2010
Birmingham,Fulham,1,0,H,2009-2010
Burnley,Aston Villa,1,1,D,2009-2010
Chelsea,Wolves,4,0,H,2009-2010
Hull,West Ham,3,3,D,2009-2010
Sunderland,Arsenal,1,0,H,2009-2010
Man United,Everton,3,0,H,2009-2010
Bolton,Blackburn,0,2,A,2009-2010
Tottenham,Wigan,9,1,H,2009-2010
Stoke,Portsmouth,1,0,H,2009-2010
Hull,Everton,3,2,H,2009-2010
Fulham,Blackburn,3,0,H,2009-2010
Blackburn,Stoke,0,0,D,2009-2010
Fulham,Bolton,1,1,D,2009-2010
Man City,Hull,1,1,D,2009-2010
Portsmouth,Man United,1,4,A,2009-2010
West Ham,Burnley,5,3,H,2009-2010
Wigan,Sunderland,1,0,H,2009-2010
Aston Villa,Tottenham,1,1,D,2009-2010
Wolves,Birmingham,0,1,A,2009-2010
Everton,Liverpool,0,2,A,2009-2010
Arsenal,Chelsea,0,3,A,2009-2010
Portsmouth,Burnley,2,0,H,2009-2010
Arsenal,Stoke,2,0,H,2009-2010
Aston Villa,Hull,3,0,H,2009-2010
Blackburn,Liverpool,0,0,D,2009-2010
West Ham,Man United,0,4,A,2009-2010
Wigan,Birmingham,2,3,A,2009-2010
Wolves,Bolton,2,1,H,2009-2010
Man City,Chelsea,2,1,H,2009-2010
Fulham,Sunderland,1,0,H,2009-2010
Everton,Tottenham,2,2,D,2009-2010
Stoke,Wigan,2,2,D,2009-2010
Birmingham,West Ham,1,0,H,2009-2010
Bolton,Man City,3,3,D,2009-2010
Burnley,Fulham,1,1,D,2009-2010
Chelsea,Everton,3,3,D,2009-2010
Hull,Blackburn,0,0,D,2009-2010
Sunderland,Portsmouth,1,1,D,2009-2010
Tottenham,Wolves,0,1,A,2009-2010
Man United,Aston Villa,0,1,A,2009-2010
Liverpool,Arsenal,1,2,A,2009-2010
Sunderland,Aston Villa,0,2,A,2009-2010
Birmingham,Blackburn,2,1,H,2009-2010
Bolton,West Ham,3,1,H,2009-2010
Man United,Wolves,3,0,H,2009-2010
Burnley,Arsenal,1,1,D,2009-2010
Chelsea,Portsmouth,2,1,H,2009-2010
Liverpool,Wigan,2,1,H,2009-2010
Tottenham,Man City,3,0,H,2009-2010
Portsmouth,Liverpool,2,0,H,2009-2010
Aston Villa,Stoke,1,0,H,2009-2010
Blackburn,Tottenham,0,2,A,2009-2010
Fulham,Man United,3,0,H,2009-2010
Man City,Sunderland,4,3,H,2009-2010
Arsenal,Hull,3,0,H,2009-2010
Wolves,Burnley,2,0,H,2009-2010
Everton,Birmingham,1,1,D,2009-2010
West Ham,Chelsea,1,1,D,2009-2010
Birmingham,Chelsea,0,0,D,2009-2010
Fulham,Tottenham,0,0,D,2009-2010
West Ham,Portsmouth,2,0,H,2009-2010
Burnley,Bolton,1,1,D,2009-2010
Man City,Stoke,2,0,H,2009-2010
Sunderland,Everton,1,1,D,2009-2010
Wigan,Blackburn,1,1,D,2009-2010
Liverpool,Wolves,2,0,H,2009-2010
Arsenal,Aston Villa,3,0,H,2009-2010
Hull,Man United,1,3,A,2009-2010
Tottenham,West Ham,2,0,H,2009-2010
Blackburn,Sunderland,2,2,D,2009-2010
Chelsea,Fulham,2,1,H,2009-2010
Everton,Burnley,2,0,H,2009-2010
Stoke,Birmingham,0,1,A,2009-2010
Wolves,Man City,0,3,A,2009-2010
Aston Villa,Liverpool,0,1,A,2009-2010
Bolton,Hull,2,2,D,2009-2010
Portsmouth,Arsenal,1,4,A,2009-2010
Man United,Wigan,5,0,H,2009-2010
Stoke,Fulham,3,2,H,2009-2010
Arsenal,Everton,2,2,D,2009-2010
Birmingham,Man United,1,1,D,2009-2010
Man City,Blackburn,4,1,H,2009-2010
Stoke,Liverpool,1,1,D,2009-2010
Chelsea,Sunderland,7,2,H,2009-2010
Man United,Burnley,3,0,H,2009-2010
Tottenham,Hull,0,0,D,2009-2010
Wolves,Wigan,0,2,A,2009-2010
Everton,Man City,2,0,H,2009-2010
Aston Villa,West Ham,0,0,D,2009-2010
Blackburn,Fulham,2,0,H,2009-2010
Bolton,Arsenal,0,2,A,2009-2010
Arsenal,Bolton,4,2,H,2009-2010
Liverpool,Tottenham,2,0,H,2009-2010
Man United,Hull,4,0,H,2009-2010
Portsmouth,West Ham,1,1,D,2009-2010
Wolves,Liverpool,0,0,D,2009-2010
Bolton,Burnley,1,0,H,2009-2010
Tottenham,Fulham,2,0,H,2009-2010
Aston Villa,Arsenal,0,0,D,2009-2010
Chelsea,Birmingham,3,0,H,2009-2010
Blackburn,Wigan,2,1,H,2009-2010
Everton,Sunderland,2,0,H,2009-2010
Birmingham,Tottenham,1,1,D,2009-2010
Fulham,Aston Villa,0,2,A,2009-2010
Hull,Wolves,2,2,D,2009-2010
Liverpool,Bolton,2,0,H,2009-2010
West Ham,Blackburn,0,0,D,2009-2010
Wigan,Everton,0,1,A,2009-2010
Burnley,Chelsea,1,2,A,2009-2010
Man City,Portsmouth,2,0,H,2009-2010
Arsenal,Man United,1,3,A,2009-2010
Sunderland,Stoke,0,0,D,2009-2010
Hull,Chelsea,1,1,D,2009-2010
Fulham,Portsmouth,1,0,H,2009-2010
Liverpool,Everton,1,0,H,2009-2010
Bolton,Fulham,0,0,D,2009-2010
Burnley,West Ham,2,1,H,2009-2010
Hull,Man City,2,1,H,2009-2010
Man United,Portsmouth,5,0,H,2009-2010
Stoke,Blackburn,3,0,H,2009-2010
Sunderland,Wigan,1,1,D,2009-2010
Tottenham,Aston Villa,0,0,D,2009-2010
Birmingham,Wolves,2,1,H,2009-2010
Chelsea,Arsenal,2,0,H,2009-2010
Man City,Bolton,2,0,H,2009-2010
Portsmouth,Sunderland,1,1,D,2009-2010
Wigan,Stoke,1,1,D,2009-2010
Fulham,Burnley,3,0,H,2009-2010
Arsenal,Liverpool,1,0,H,2009-2010
Aston Villa,Man United,1,1,D,2009-2010
West Ham,Birmingham,2,0,H,2009-2010
Wolves,Tottenham,1,0,H,2009-2010
Blackburn,Hull,1,0,H,2009-2010
Everton,Chelsea,2,1,H,2009-2010
Stoke,Man City,1,1,D,2009-2010
Wigan,Bolton,0,0,D,2009-2010
Everton,Man United,3,1,H,2009-2010
Arsenal,Sunderland,2,0,H,2009-2010
West Ham,Hull,3,0,H,2009-2010
Wolves,Chelsea,0,2,A,2009-2010
Portsmouth,Stoke,1,2,A,2009-2010
Blackburn,Bolton,3,0,H,2009-2010
Aston Villa,Burnley,5,2,H,2009-2010
Fulham,Birmingham,2,1,H,2009-2010
Man City,Liverpool,0,0,D,2009-2010
Wigan,Tottenham,0,3,A,2009-2010
Man United,West Ham,3,0,H,2009-2010
Chelsea,Man City,2,4,A,2009-2010
Birmingham,Wigan,1,0,H,2009-2010
Bolton,Wolves,1,0,H,2009-2010
Burnley,Portsmouth,1,2,A,2009-2010
Stoke,Arsenal,1,3,A,2009-2010
Tottenham,Everton,2,1,H,2009-2010
Liverpool,Blackburn,2,1,H,2009-2010
Sunderland,Fulham,0,0,D,2009-2010
Arsenal,Burnley,3,1,H,2009-2010
West Ham,Bolton,1,2,A,2009-2010
Wolves,Man United,0,1,A,2009-2010
Everton,Hull,5,1,H,2009-2010
Wigan,Liverpool,1,0,H,2009-2010
Portsmouth,Birmingham,1,2,A,2009-2010
Sunderland,Bolton,4,0,H,2009-2010
Burnley,Stoke,1,1,D,2009-2010
Tottenham,Blackburn,3,1,H,2009-2010
Birmingham,Everton,2,2,D,2009-2010
Bolton,Wigan,4,0,H,2009-2010
Burnley,Wolves,1,2,A,2009-2010
Chelsea,West Ham,4,1,H,2009-2010
Stoke,Aston Villa,0,0,D,2009-2010
Hull,Arsenal,1,2,A,2009-2010
Man United,Fulham,3,0,H,2009-2010
Sunderland,Man City,1,1,D,2009-2010
Liverpool,Portsmouth,4,1,H,2009-2010
Wigan,Aston Villa,1,2,A,2009-2010
Aston Villa,Wolves,2,2,D,2009-2010
Everton,Bolton,2,0,H,2009-2010
Portsmouth,Hull,3,2,H,2009-2010
Stoke,Tottenham,1,2,A,2009-2010
Sunderland,Birmingham,3,1,H,2009-2010
Wigan,Burnley,1,0,H,2009-2010
Arsenal,West Ham,2,0,H,2009-2010
Man United,Liverpool,2,1,H,2009-2010
Fulham,Man City,1,2,A,2009-2010
Blackburn,Chelsea,1,1,D,2009-2010
West Ham,Wolves,1,3,A,2009-2010
Aston Villa,Sunderland,1,1,D,2009-2010
Man City,Everton,0,2,A,2009-2010
Portsmouth,Chelsea,0,5,A,2009-2010
Blackburn,Birmingham,2,1,H,2009-2010
Birmingham,Arsenal,1,1,D,2009-2010
Chelsea,Aston Villa,7,1,H,2009-2010
Hull,Fulham,2,0,H,2009-2010
Tottenham,Portsmouth,2,0,H,2009-2010
West Ham,Stoke,0,1,A,2009-2010
Wolves,Everton,0,0,D,2009-2010
Bolton,Man United,0,4,A,2009-2010
Burnley,Blackburn,0,1,A,2009-2010
Liverpool,Sunderland,3,0,H,2009-2010
Man City,Wigan,3,0,H,2009-2010
Man United,Chelsea,1,2,A,2009-2010
Arsenal,Wolves,1,0,H,2009-2010
Bolton,Aston Villa,0,1,A,2009-2010
Portsmouth,Blackburn,0,0,D,2009-2010
Stoke,Hull,2,0,H,2009-2010
Sunderland,Tottenham,3,1,H,2009-2010
Burnley,Man City,1,6,A,2009-2010
Birmingham,Liverpool,1,1,D,2009-2010
Fulham,Wigan,2,1,H,2009-2010
Everton,West Ham,2,2,D,2009-2010
Hull,Burnley,1,4,A,2009-2010
West Ham,Sunderland,1,0,H,2009-2010
Wolves,Stoke,0,0,D,2009-2010
Blackburn,Man United,0,0,D,2009-2010
Liverpool,Fulham,0,0,D,2009-2010
Man City,Birmingham,5,1,H,2009-2010
Chelsea,Bolton,1,0,H,2009-2010
Aston Villa,Everton,2,2,D,2009-2010
Wigan,Portsmouth,0,0,D,2009-2010
Tottenham,Arsenal,2,1,H,2009-2010
Man City,Man United,0,1,A,2009-2010
Birmingham,Hull,0,0,D,2009-2010
Blackburn,Everton,2,3,A,2009-2010
Fulham,Wolves,0,0,D,2009-2010
Stoke,Bolton,1,2,A,2009-2010
Sunderland,Burnley,2,1,H,2009-2010
Tottenham,Chelsea,2,1,H,2009-2010
Wigan,Arsenal,3,2,H,2009-2010
Portsmouth,Aston Villa,1,2,A,2009-2010
Liverpool,West Ham,3,0,H,2009-2010
Hull,Aston Villa,0,2,A,2009-2010
Man United,Tottenham,3,1,H,2009-2010
Bolton,Portsmouth,2,2,D,2009-2010
Hull,Sunderland,0,1,A,2009-2010
West Ham,Wigan,3,2,H,2009-2010
Wolves,Blackburn,1,1,D,2009-2010
Arsenal,Man City,0,0,D,2009-2010
Aston Villa,Birmingham,1,0,H,2009-2010
Burnley,Liverpool,0,4,A,2009-2010
Everton,Fulham,2,1,H,2009-2010
Chelsea,Stoke,7,0,H,2009-2010
Birmingham,Burnley,2,1,H,2009-2010
Man City,Aston Villa,3,1,H,2009-2010
Portsmouth,Wolves,3,1,H,2009-2010
Stoke,Everton,0,0,D,2009-2010
Tottenham,Bolton,1,0,H,2009-2010
Liverpool,Chelsea,0,2,A,2009-2010
Fulham,West Ham,3,2,H,2009-2010
Sunderland,Man United,0,1,A,2009-2010
Wigan,Hull,2,2,D,2009-2010
Blackburn,Arsenal,2,1,H,2009-2010
Fulham,Stoke,0,1,A,2009-2010
Man City,Tottenham,0,1,A,2009-2010
Arsenal,Fulham,4,0,H,2009-2010
Aston Villa,Blackburn,0,1,A,2009-2010
Bolton,Birmingham,2,1,H,2009-2010
Burnley,Tottenham,4,2,H,2009-2010
Chelsea,Wigan,8,0,H,2009-2010
Everton,Portsmouth,1,0,H,2009-2010
Hull,Liverpool,0,0,D,2009-2010
Man United,Stoke,4,0,H,2009-2010
West Ham,Man City,1,1,D,2009-2010
Wolves,Sunderland,2,1,H,2009-2010
Tottenham,Man City,0,0,D,2010-2011
Aston Villa,West Ham,3,0,H,2010-2011
Blackburn,Everton,1,0,H,2010-2011
Bolton,Fulham,0,0,D,2010-2011
Sunderland,Birmingham,2,2,D,2010-2011
Wigan,Blackpool,0,4,A,2010-2011
Wolves,Stoke,2,1,H,2010-2011
Chelsea,West Brom,6,0,H,2010-2011
Liverpool,Arsenal,1,1,D,2010-2011
Man United,Newcastle,3,0,H,2010-2011
Arsenal,Blackpool,6,0,H,2010-2011
Birmingham,Blackburn,2,1,H,2010-2011
Everton,Wolves,1,1,D,2010-2011
Stoke,Tottenham,1,2,A,2010-2011
West Brom,Sunderland,1,0,H,2010-2011
West Ham,Bolton,1,3,A,2010-2011
Wigan,Chelsea,0,6,A,2010-2011
Newcastle,Aston Villa,6,0,H,2010-2011
Fulham,Man United,2,2,D,2010-2011
Man City,Liverpool,3,0,H,2010-2011
Blackburn,Arsenal,1,2,A,2010-2011
Blackpool,Fulham,2,2,D,2010-2011
Chelsea,Stoke,2,0,H,2010-2011
Tottenham,Wigan,0,1,A,2010-2011
Wolves,Newcastle,1,1,D,2010-2011
Man United,West Ham,3,0,H,2010-2011
Bolton,Birmingham,2,2,D,2010-2011
Liverpool,West Brom,1,0,H,2010-2011
Sunderland,Man City,1,0,H,2010-2011
Aston Villa,Everton,1,0,H,2010-2011
Everton,Man United,3,3,D,2010-2011
Arsenal,Bolton,4,1,H,2010-2011
Fulham,Wolves,2,1,H,2010-2011
Man City,Blackburn,1,1,D,2010-2011
Newcastle,Blackpool,0,2,A,2010-2011
West Brom,Tottenham,1,1,D,2010-2011
West Ham,Chelsea,1,3,A,2010-2011
Wigan,Sunderland,1,1,D,2010-2011
Birmingham,Liverpool,0,0,D,2010-2011
Stoke,Aston Villa,2,1,H,2010-2011
Stoke,West Ham,1,1,D,2010-2011
Aston Villa,Bolton,1,1,D,2010-2011
Blackburn,Fulham,1,1,D,2010-2011
Everton,Newcastle,0,1,A,2010-2011
Tottenham,Wolves,3,1,H,2010-2011
West Brom,Birmingham,3,1,H,2010-2011
Sunderland,Arsenal,1,1,D,2010-2011
Man United,Liverpool,3,2,H,2010-2011
Wigan,Man City,0,2,A,2010-2011
Chelsea,Blackpool,4,0,H,2010-2011
Man City,Chelsea,1,0,H,2010-2011
Arsenal,West Brom,2,3,A,2010-2011
Birmingham,Wigan,0,0,D,2010-2011
Blackpool,Blackburn,1,2,A,2010-2011
Fulham,Everton,0,0,D,2010-2011
Liverpool,Sunderland,2,2,D,2010-2011
West Ham,Tottenham,1,0,H,2010-2011
Bolton,Man United,2,2,D,2010-2011
Wolves,Aston Villa,1,2,A,2010-2011
Newcastle,Stoke,1,2,A,2010-2011
Wigan,Wolves,2,0,H,2010-2011
Birmingham,Everton,0,2,A,2010-2011
Stoke,Blackburn,1,0,H,2010-2011
Sunderland,Man United,0,0,D,2010-2011
Tottenham,Aston Villa,2,1,H,2010-2011
West Brom,Bolton,1,1,D,2010-2011
West Ham,Fulham,1,1,D,2010-2011
Man City,Newcastle,2,1,H,2010-2011
Liverpool,Blackpool,1,2,A,2010-2011
Chelsea,Arsenal,2,0,H,2010-2011
Arsenal,Birmingham,2,1,H,2010-2011
Bolton,Stoke,2,1,H,2010-2011
Fulham,Tottenham,1,2,A,2010-2011
Man United,West Brom,2,2,D,2010-2011
Newcastle,Wigan,2,2,D,2010-2011
Wolves,West Ham,1,1,D,2010-2011
Aston Villa,Chelsea,0,0,D,2010-2011
Everton,Liverpool,2,0,H,2010-2011
Blackpool,Man City,2,3,A,2010-2011
Blackburn,Sunderland,0,0,D,2010-2011
Tottenham,Everton,1,1,D,2010-2011
Birmingham,Blackpool,2,0,H,2010-2011
Chelsea,Wolves,2,0,H,2010-2011
Sunderland,Aston Villa,1,0,H,2010-2011
West Brom,Fulham,2,1,H,2010-2011
Wigan,Bolton,1,1,D,2010-2011
West Ham,Newcastle,1,2,A,2010-2011
Stoke,Man United,1,2,A,2010-2011
Liverpool,Blackburn,2,1,H,2010-2011
Man City,Arsenal,0,3,A,2010-2011
Arsenal,West Ham,1,0,H,2010-2011
Blackburn,Chelsea,1,2,A,2010-2011
Everton,Stoke,1,0,H,2010-2011
Fulham,Wigan,2,0,H,2010-2011
Wolves,Man City,2,1,H,2010-2011
Man United,Tottenham,2,0,H,2010-2011
Aston Villa,Birmingham,0,0,D,2010-2011
Newcastle,Sunderland,5,1,H,2010-2011
Bolton,Liverpool,0,1,A,2010-2011
Blackpool,West Brom,2,1,H,2010-2011
Bolton,Tottenham,4,2,H,2010-2011
Birmingham,West Ham,2,2,D,2010-2011
Blackburn,Wigan,2,1,H,2010-2011
Blackpool,Everton,2,2,D,2010-2011
Fulham,Aston Villa,1,1,D,2010-2011
Man United,Wolves,2,1,H,2010-2011
Sunderland,Stoke,2,0,H,2010-2011
Arsenal,Newcastle,0,1,A,2010-2011
West Brom,Man City,0,2,A,2010-2011
Liverpool,Chelsea,2,0,H,2010-2011
Stoke,Birmingham,3,2,H,2010-2011
Tottenham,Sunderland,1,1,D,2010-2011
Aston Villa,Blackpool,3,2,H,2010-2011
Chelsea,Fulham,1,0,H,2010-2011
Newcastle,Blackburn,1,2,A,2010-2011
West Ham,West Brom,2,2,D,2010-2011
Wigan,Liverpool,1,1,D,2010-2011
Wolves,Arsenal,0,2,A,2010-2011
Everton,Bolton,1,1,D,2010-2011
Man City,Man United,0,0,D,2010-2011
Aston Villa,Man United,2,2,D,2010-2011
Man City,Birmingham,0,0,D,2010-2011
Newcastle,Fulham,0,0,D,2010-2011
Tottenham,Blackburn,4,2,H,2010-2011
West Ham,Blackpool,0,0,D,2010-2011
Wigan,West Brom,1,0,H,2010-2011
Wolves,Bolton,2,3,A,2010-2011
Stoke,Liverpool,2,0,H,2010-2011
Everton,Arsenal,1,2,A,2010-2011
Chelsea,Sunderland,0,3,A,2010-2011
Arsenal,Tottenham,2,3,A,2010-2011
Birmingham,Chelsea,1,0,H,2010-2011
Blackpool,Wolves,2,1,H,2010-2011
Bolton,Newcastle,5,1,H,2010-2011
Man United,Wigan,2,0,H,2010-2011
West Brom,Stoke,0,3,A,2010-2011
Liverpool,West Ham,3,0,H,2010-2011
Blackburn,Aston Villa,2,0,H,2010-2011
Fulham,Man City,1,4,A,2010-2011
Sunderland,Everton,2,2,D,2010-2011
Aston Villa,Arsenal,2,4,A,2010-2011
Bolton,Blackpool,2,2,D,2010-2011
Everton,West Brom,1,4,A,2010-2011
Fulham,Birmingham,1,1,D,2010-2011
Man United,Blackburn,7,1,H,2010-2011
Stoke,Man City,1,1,D,2010-2011
West Ham,Wigan,3,1,H,2010-2011
Wolves,Sunderland,3,2,H,2010-2011
Newcastle,Chelsea,1,1,D,2010-2011
Tottenham,Liverpool,2,1,H,2010-2011
Arsenal,Fulham,2,1,H,2010-2011
Birmingham,Tottenham,1,1,D,2010-2011
Blackburn,Wolves,3,0,H,2010-2011
Chelsea,Everton,1,1,D,2010-2011
Man City,Bolton,1,0,H,2010-2011
Wigan,Stoke,2,2,D,2010-2011
West Brom,Newcastle,3,1,H,2010-2011
Sunderland,West Ham,1,0,H,2010-2011
Liverpool,Aston Villa,3,0,H,2010-2011
Aston Villa,West Brom,2,1,H,2010-2011
Everton,Wigan,0,0,D,2010-2011
Fulham,Sunderland,0,0,D,2010-2011
Stoke,Blackpool,0,1,A,2010-2011
West Ham,Man City,1,3,A,2010-2011
Newcastle,Liverpool,3,1,H,2010-2011
Bolton,Blackburn,2,1,H,2010-2011
Wolves,Birmingham,1,0,H,2010-2011
Tottenham,Chelsea,1,1,D,2010-2011
Man United,Arsenal,1,0,H,2010-2011
Sunderland,Bolton,1,0,H,2010-2011
Blackburn,West Ham,1,1,D,2010-2011
Man City,Everton,1,2,A,2010-2011
Fulham,West Ham,1,3,A,2010-2011
Blackburn,Stoke,0,2,A,2010-2011
Bolton,West Brom,2,0,H,2010-2011
Man United,Sunderland,2,0,H,2010-2011
Newcastle,Man City,1,3,A,2010-2011
Wolves,Wigan,1,2,A,2010-2011
Aston Villa,Tottenham,1,2,A,2010-2011
Arsenal,Chelsea,3,1,H,2010-2011
Man City,Aston Villa,4,0,H,2010-2011
Stoke,Fulham,0,2,A,2010-2011
Sunderland,Blackpool,0,2,A,2010-2011
Tottenham,Newcastle,2,0,H,2010-2011
West Brom,Blackburn,1,3,A,2010-2011
West Ham,Everton,1,1,D,2010-2011
Birmingham,Man United,1,1,D,2010-2011
Chelsea,Bolton,1,0,H,2010-2011
Wigan,Arsenal,2,2,D,2010-2011
Liverpool,Wolves,0,1,A,2010-2011
West Brom,Man United,1,2,A,2010-2011
Liverpool,Bolton,2,1,H,2010-2011
Man City,Blackpool,1,0,H,2010-2011
Stoke,Everton,2,0,H,2010-2011
Sunderland,Blackburn,3,0,H,2010-2011
Tottenham,Fulham,1,0,H,2010-2011
West Ham,Wolves,2,0,H,2010-2011
Birmingham,Arsenal,0,3,A,2010-2011
Chelsea,Aston Villa,3,3,D,2010-2011
Wigan,Newcastle,0,1,A,2010-2011
Blackpool,Birmingham,1,2,A,2010-2011
Fulham,West Brom,3,0,H,2010-2011
Man United,Stoke,2,1,H,2010-2011
Arsenal,Man City,0,0,D,2010-2011
Aston Villa,Sunderland,0,1,A,2010-2011
Newcastle,West Ham,5,0,H,2010-2011
Wolves,Chelsea,1,0,H,2010-2011
Blackburn,Liverpool,3,1,H,2010-2011
Bolton,Wigan,1,1,D,2010-2011
Everton,Tottenham,2,1,H,2010-2011
Blackpool,Liverpool,2,1,H,2010-2011
Chelsea,Blackburn,2,0,H,2010-2011
Man City,Wolves,4,3,H,2010-2011
Stoke,Bolton,2,0,H,2010-2011
West Brom,Blackpool,3,2,H,2010-2011
Wigan,Fulham,1,1,D,2010-2011
West Ham,Arsenal,0,3,A,2010-2011
Birmingham,Aston Villa,1,1,D,2010-2011
Sunderland,Newcastle,1,1,D,2010-2011
Liverpool,Everton,2,2,D,2010-2011
Tottenham,Man United,0,0,D,2010-2011
Wolves,Liverpool,0,3,A,2010-2011
Arsenal,Wigan,3,0,H,2010-2011
Blackpool,Sunderland,1,2,A,2010-2011
Everton,West Ham,2,2,D,2010-2011
Fulham,Stoke,2,0,H,2010-2011
Man United,Birmingham,5,0,H,2010-2011
Newcastle,Tottenham,1,1,D,2010-2011
Aston Villa,Man City,1,0,H,2010-2011
Blackburn,West Brom,2,0,H,2010-2011
Bolton,Chelsea,0,4,A,2010-2011
Blackpool,Man United,2,3,A,2010-2011
Wigan,Aston Villa,1,2,A,2010-2011
Liverpool,Fulham,1,0,H,2010-2011
Arsenal,Everton,2,1,H,2010-2011
Sunderland,Chelsea,2,4,A,2010-2011
Man United,Aston Villa,3,1,H,2010-2011
West Brom,Wigan,2,2,D,2010-2011
Birmingham,Man City,2,2,D,2010-2011
Blackburn,Tottenham,0,1,A,2010-2011
Blackpool,West Ham,1,3,A,2010-2011
Bolton,Wolves,1,0,H,2010-2011
Fulham,Newcastle,1,0,H,2010-2011
Liverpool,Stoke,2,0,H,2010-2011
Stoke,Sunderland,3,2,H,2010-2011
Aston Villa,Fulham,2,2,D,2010-2011
Everton,Blackpool,5,3,H,2010-2011
Man City,West Brom,3,0,H,2010-2011
Newcastle,Arsenal,4,4,D,2010-2011
Tottenham,Bolton,2,1,H,2010-2011
Wigan,Blackburn,4,3,H,2010-2011
Wolves,Man United,2,1,H,2010-2011
West Ham,Birmingham,0,1,A,2010-2011
Chelsea,Liverpool,0,1,A,2010-2011
Man United,Man City,2,1,H,2010-2011
Arsenal,Wolves,2,0,H,2010-2011
Birmingham,Stoke,1,0,H,2010-2011
Blackburn,Newcastle,0,0,D,2010-2011
Blackpool,Aston Villa,1,1,D,2010-2011
Liverpool,Wigan,1,1,D,2010-2011
West Brom,West Ham,3,3,D,2010-2011
Sunderland,Tottenham,1,2,A,2010-2011
Bolton,Everton,2,0,H,2010-2011
Fulham,Chelsea,0,0,D,2010-2011
Birmingham,Newcastle,0,2,A,2010-2011
West Brom,Wolves,1,1,D,2010-2011
Blackpool,Tottenham,3,1,H,2010-2011
Arsenal,Stoke,1,0,H,2010-2011
Aston Villa,Blackburn,4,1,H,2010-2011
Everton,Sunderland,2,0,H,2010-2011
Newcastle,Bolton,1,1,D,2010-2011
Wigan,Man United,0,4,A,2010-2011
Wolves,Blackpool,4,0,H,2010-2011
West Ham,Liverpool,3,1,H,2010-2011
Man City,Fulham,1,1,D,2010-2011
Stoke,West Brom,1,1,D,2010-2011
Chelsea,Man United,2,1,H,2010-2011
Birmingham,West Brom,1,3,A,2010-2011
Arsenal,Sunderland,0,0,D,2010-2011
Bolton,Aston Villa,3,2,H,2010-2011
Fulham,Blackburn,3,2,H,2010-2011
Newcastle,Everton,1,2,A,2010-2011
West Ham,Stoke,3,0,H,2010-2011
Man City,Wigan,1,0,H,2010-2011
Liverpool,Man United,3,1,H,2010-2011
Wolves,Tottenham,3,3,D,2010-2011
Blackpool,Chelsea,1,3,A,2010-2011
Everton,Birmingham,1,1,D,2010-2011
Tottenham,West Ham,0,0,D,2010-2011
Aston Villa,Wolves,0,1,A,2010-2011
Blackburn,Blackpool,2,2,D,2010-2011
Man United,Bolton,1,0,H,2010-2011
Stoke,Newcastle,4,0,H,2010-2011
West Brom,Arsenal,2,2,D,2010-2011
Wigan,Birmingham,2,1,H,2010-2011
Everton,Fulham,2,1,H,2010-2011
Sunderland,Liverpool,0,2,A,2010-2011
Chelsea,Man City,2,0,H,2010-2011
West Ham,Man United,2,4,A,2010-2011
Birmingham,Bolton,2,1,H,2010-2011
Everton,Aston Villa,2,2,D,2010-2011
Newcastle,Wolves,4,1,H,2010-2011
Stoke,Chelsea,1,1,D,2010-2011
West Brom,Liverpool,2,1,H,2010-2011
Wigan,Tottenham,0,0,D,2010-2011
Arsenal,Blackburn,0,0,D,2010-2011
Fulham,Blackpool,3,0,H,2010-2011
Man City,Sunderland,5,0,H,2010-2011
Wolves,Everton,0,3,A,2010-2011
